,workclass,occupation
1067, Private, Transport-moving
1068, Private, Exec-managerial
1069, Private, Tech-support
1070, Local-gov, Prof-specialty
1071, Private, Craft-repair
1072, Private, Craft-repair
1073, State-gov, Prof-specialty
1074, Private, Adm-clerical
1075, Self-emp-not-inc, Craft-repair
1076, Private, Sales
1077, Private, Sales
1078, Private, Craft-repair
1079, State-gov, Prof-specialty
1080, Private, Prof-specialty
1081, Local-gov, Exec-managerial
1082, Self-emp-not-inc, Farming-fishing
1083, Local-gov, Protective-serv
1084, Private, Adm-clerical
1085, Private, Transport-moving
1086, Private, Protective-serv
1087, Private, Exec-managerial
1088, Private, Exec-managerial
1089, Private, Craft-repair
1090, Federal-gov, Prof-specialty
1091, Self-emp-not-inc, Sales
1092, Private, Prof-specialty
1093, Private, Craft-repair
1094, Private, Adm-clerical
1095, Self-emp-not-inc, Prof-specialty
1096, Private, Machine-op-inspct
1097, ?, ?
1098, Self-emp-inc, Sales
1099, Private, Prof-specialty
1100, ?, ?
1101, Self-emp-inc, Machine-op-inspct
1102, Self-emp-inc, Exec-managerial
1103, Private, Exec-managerial
1104, Self-emp-not-inc, Prof-specialty
1105, Local-gov, Adm-clerical
1106, Private, Prof-specialty
1107, Private, Handlers-cleaners
1108, Private, Craft-repair
1109, Private, Transport-moving
1110, Self-emp-inc, Sales
1111, Private, Sales
1112, State-gov, Adm-clerical
1113, Private, Sales
1114, Private, Handlers-cleaners
1115, Self-emp-inc, Machine-op-inspct
1116, Private, Craft-repair
1117, Private, Transport-moving
1118, Local-gov, Prof-specialty
1119, Private, Prof-specialty
1120, Private, Tech-support
1121, Federal-gov, Tech-support
1122, State-gov, Exec-managerial
1123, Private, Tech-support
1124, Private, Other-service
1125, Private, Adm-clerical
1126, Private, Transport-moving
1127, Federal-gov, Handlers-cleaners
1128, Self-emp-not-inc, Other-service
1129, Private, Prof-specialty
1130, Private, Machine-op-inspct
1131, ?, ?
1132, Private, Other-service
1133, Private, Adm-clerical
1134, ?, ?
1135, Private, Exec-managerial
1136, Self-emp-not-inc, Exec-managerial
1137, Federal-gov, Adm-clerical
1138, Private, Craft-repair
1139, Private, Craft-repair
1140, Private, Other-service
1141, Private, Sales
1142, Federal-gov, Sales
1143, Private, Other-service
1144, Self-emp-not-inc, Sales
1145, Private, Prof-specialty
1146, Self-emp-inc, Exec-managerial
1147, Private, Machine-op-inspct
1148, Self-emp-inc, Exec-managerial
1149, Self-emp-inc, Exec-managerial
1150, Private, Other-service
1151, Private, Adm-clerical
1152, ?, ?
1153, Private, Craft-repair
1154, State-gov, Protective-serv
1155, Private, Farming-fishing
1156, Private, Exec-managerial
1157, State-gov, Prof-specialty
1158, Private, Transport-moving
1159, Private, Handlers-cleaners
1160, Private, Craft-repair
1161, Private, Transport-moving
1162, Private, Sales
1163, Private, Tech-support
1164, Private, Prof-specialty
1165, Private, Adm-clerical
1166, Private, Adm-clerical
1167, ?, ?
1168, Self-emp-not-inc, Prof-specialty
1169, Private, Transport-moving
1170, Private, Adm-clerical
1171, Private, Other-service
1172, Private, Farming-fishing
1173, Private, Other-service
1174, Private, Other-service
1175, ?, ?
1176, Private, Adm-clerical
1177, State-gov, Prof-specialty
1178, Private, Adm-clerical
1179, Local-gov, Other-service
1180, ?, ?
1181, Private, Exec-managerial
1182, Private, Prof-specialty
1183, Private, Adm-clerical
1184, Private, Craft-repair
1185, ?, ?
1186, Federal-gov, Exec-managerial
1187, Private, Craft-repair
1188, State-gov, Adm-clerical
1189, Local-gov, Prof-specialty
1190, Private, Other-service
1191, Private, Craft-repair
1192, Private, Transport-moving
1193, Private, Tech-support
1194, Private, Other-service
1195, Local-gov, Prof-specialty
1196, Local-gov, Prof-specialty
1197, Private, Prof-specialty
1198, Private, Machine-op-inspct
1199, Private, Craft-repair
1200, Federal-gov, Adm-clerical
1201, Local-gov, Prof-specialty
1202, Private, Craft-repair
1203, Private, Other-service
1204, Private, Craft-repair
1205, Self-emp-inc, Sales
1206, Local-gov, Protective-serv
1207, Private, Sales
1208, ?, ?
1209, Private, Machine-op-inspct
1210, Self-emp-inc, Sales
1211, Private, Adm-clerical
1212, Private, Craft-repair
1213, Private, Prof-specialty
1214, Private, Other-service
1215, ?, ?
1216, Self-emp-not-inc, Craft-repair
1217, ?, ?
1218, Private, Exec-managerial
1219, Private, Prof-specialty
1220, Self-emp-not-inc, Craft-repair
1221, Private, Craft-repair
1222, Private, Craft-repair
1223, Private, Adm-clerical
1224, Private, Transport-moving
1225, Private, Adm-clerical
1226, Private, Prof-specialty
1227, Self-emp-not-inc, Farming-fishing
1228, Private, Adm-clerical
1229, Self-emp-not-inc, Prof-specialty
1230, Private, Prof-specialty
1231, Federal-gov, Adm-clerical
1232, Private, Adm-clerical
1233, Private, Craft-repair
1234, Private, Other-service
1235, Private, Sales
1236, Private, Sales
1237, Self-emp-not-inc, Sales
1238, Private, Other-service
1239, Private, Adm-clerical
1240, Private, Prof-specialty
1241, Private, Adm-clerical
1242, State-gov, Exec-managerial
1243, Self-emp-not-inc, Exec-managerial
1244, Local-gov, Other-service
1245, Private, Other-service
1246, Self-emp-inc, Prof-specialty
1247, Private, Adm-clerical
1248, Private, Adm-clerical
1249, Private, Handlers-cleaners
1250, Self-emp-inc, Exec-managerial
1251, Self-emp-not-inc, Exec-managerial
1252, Private, Adm-clerical
1253, Federal-gov, Adm-clerical
1254, Self-emp-not-inc, Transport-moving
1255, Private, Craft-repair
1256, Private, Adm-clerical
1257, Private, Sales
1258, Federal-gov, Prof-specialty
1259, State-gov, Adm-clerical
1260, Private, Craft-repair
1261, Private, Transport-moving
1262, ?, ?
1263, Private, Other-service
1264, Self-emp-inc, Craft-repair
1265, Private, Sales
1266, Private, Prof-specialty
1267, Self-emp-not-inc, Craft-repair
1268, Private, Adm-clerical
1269, Local-gov, Protective-serv
1270, Private, Exec-managerial
1271, Private, Other-service
1272, Private, Other-service
1273, Private, Tech-support
1274, Private, Other-service
1275, Local-gov, Adm-clerical
1276, Private, Sales
1277, Private, Protective-serv
1278, Private, Transport-moving
1279, Private, Sales
1280, Private, Sales
1281, Federal-gov, Prof-specialty
1282, ?, ?
1283, Private, Farming-fishing
1284, Private, Adm-clerical
1285, Private, Transport-moving
1286, Self-emp-not-inc, Sales
1287, Private, Other-service
1288, Private, Exec-managerial
1289, Private, Craft-repair
1290, ?, ?
1291, Self-emp-not-inc, Other-service
1292, Private, Transport-moving
1293, Private, Prof-specialty
1294, Private, Handlers-cleaners
1295, Private, Craft-repair
1296, Private, Other-service
1297, Private, Tech-support
1298, Local-gov, Other-service
1299, Private, Craft-repair
1300, Federal-gov, Armed-Forces
1301, Private, Other-service
1302, Self-emp-inc, Transport-moving
1303, Self-emp-not-inc, Prof-specialty
1304, Private, Exec-managerial
1305, Private, Machine-op-inspct
1306, Private, Machine-op-inspct
1307, Private, Adm-clerical
1308, Private, Sales
1309, Private, Craft-repair
1310, Federal-gov, Exec-managerial
1311, Private, Prof-specialty
1312, ?, ?
1313, Private, Adm-clerical
1314, Private, Handlers-cleaners
1315, Private, Machine-op-inspct
1316, Private, Prof-specialty
1317, ?, ?
1318, State-gov, Prof-specialty
1319, Private, Craft-repair
1320, Local-gov, Adm-clerical
1321, Private, Adm-clerical
1322, Private, Sales
1323, Private, Transport-moving
1324, Private, Adm-clerical
1325, ?, ?
1326, Private, Handlers-cleaners
1327, Private, Other-service
1328, Private, Sales
1329, Private, Other-service
1330, Private, Machine-op-inspct
1331, Private, Machine-op-inspct
1332, Private, Machine-op-inspct
1333, Private, Prof-specialty
1334, Private, Prof-specialty
1335, Private, Prof-specialty
1336, Private, Prof-specialty
1337, Private, Exec-managerial
1338, Private, Tech-support
1339, State-gov, Exec-managerial
1340, State-gov, Prof-specialty
1341, Private, Prof-specialty
1342, Private, Adm-clerical
1343, State-gov, Adm-clerical
1344, Private, Sales
1345, Private, Adm-clerical
1346, Self-emp-inc, Exec-managerial
1347, ?, ?
1348, Private, Exec-managerial
1349, ?, ?
1350, Private, Prof-specialty
1351, Self-emp-inc, Craft-repair
1352, Private, Sales
1353, Private, Craft-repair
1354, Private, Machine-op-inspct
1355, Self-emp-not-inc, Farming-fishing
1356, Private, Craft-repair
1357, Private, Tech-support
1358, Private, Sales
1359, Private, Machine-op-inspct
1360, Private, Craft-repair
1361, Private, Craft-repair
1362, Private, Other-service
1363, Private, Sales
1364, Federal-gov, Exec-managerial
1365, Self-emp-inc, Exec-managerial
1366, Private, Machine-op-inspct
1367, Federal-gov, Adm-clerical
1368, Private, Exec-managerial
1369, Private, Handlers-cleaners
1370, Private, Other-service
1371, ?, ?
1372, Private, Other-service
1373, Self-emp-inc, Sales
1374, Local-gov, Adm-clerical
1375, Private, Sales
1376, Self-emp-not-inc, Transport-moving
1377, Private, Farming-fishing
1378, Private, Sales
1379, Private, Exec-managerial
1380, Private, Adm-clerical
1381, Private, Sales
1382, Local-gov, Prof-specialty
1383, Private, Handlers-cleaners
1384, Self-emp-not-inc, Exec-managerial
1385, Private, Machine-op-inspct
1386, Private, Sales
1387, Self-emp-not-inc, Exec-managerial
1388, ?, ?
1389, Private, Other-service
1390, Private, Tech-support
1391, Local-gov, Craft-repair
1392, Private, Sales
1393, Federal-gov, Adm-clerical
1394, Private, Machine-op-inspct
1395, Private, Transport-moving
1396, Private, Transport-moving
1397, Self-emp-not-inc, Sales
1398, Private, Handlers-cleaners
1399, Private, Transport-moving
1400, Private, Adm-clerical
1401, Private, Tech-support
1402, Private, Adm-clerical
1403, Private, Craft-repair
1404, ?, ?
1405, Private, Other-service
1406, Private, Sales
1407, Local-gov, Craft-repair
1408, Private, Transport-moving
1409, Private, Transport-moving
1410, Private, Other-service
1411, Self-emp-inc, Other-service
1412, Private, Prof-specialty
1413, Private, Exec-managerial
1414, Self-emp-not-inc, Exec-managerial
1415, State-gov, Adm-clerical
1416, Private, Other-service
1417, Private, Sales
1418, Private, Prof-specialty
1419, Private, Adm-clerical
1420, ?, ?
1421, Private, Handlers-cleaners
1422, Private, Adm-clerical
1423, Private, Other-service
1424, Federal-gov, Adm-clerical
1425, Private, Machine-op-inspct
1426, Self-emp-inc, Farming-fishing
1427, Private, Other-service
1428, Private, Machine-op-inspct
1429, Private, Transport-moving
1430, Private, Machine-op-inspct
1431, Private, Exec-managerial
1432, Private, Sales
1433, ?, ?
1434, State-gov, Protective-serv
1435, Self-emp-inc, Transport-moving
1436, Private, Other-service
1437, Federal-gov, Adm-clerical
1438, Self-emp-not-inc, Prof-specialty
1439, Private, Sales
1440, Self-emp-inc, Craft-repair
1441, ?, ?
1442, Private, Exec-managerial
1443, Private, Craft-repair
1444, Self-emp-not-inc, Other-service
1445, Private, Transport-moving
1446, Self-emp-not-inc, Sales
1447, Self-emp-not-inc, Exec-managerial
1448, Private, Exec-managerial
1449, Self-emp-inc, Exec-managerial
1450, Private, Craft-repair
1451, Private, Transport-moving
1452, ?, ?
1453, Self-emp-inc, Exec-managerial
1454, Private, Craft-repair
1455, Private, Adm-clerical
1456, Private, Craft-repair
1457, Private, Transport-moving
1458, ?, ?
1459, Self-emp-inc, Prof-specialty
1460, Self-emp-inc, Exec-managerial
1461, Private, Machine-op-inspct
1462, Private, Craft-repair
1463, Private, Transport-moving
1464, Private, Craft-repair
1465, Federal-gov, Adm-clerical
1466, Private, Craft-repair
1467, Private, Exec-managerial
1468, Private, Protective-serv
1469, Private, Prof-specialty
1470, Private, Transport-moving
1471, Private, Prof-specialty
1472, Local-gov, Prof-specialty
1473, State-gov, Prof-specialty
1474, Private, Handlers-cleaners
1475, Private, Adm-clerical
1476, Private, Other-service
1477, Private, Adm-clerical
1478, Private, Adm-clerical
1479, Self-emp-not-inc, Other-service
1480, Self-emp-not-inc, Craft-repair
1481, Private, Craft-repair
1482, Self-emp-inc, Sales
1483, Private, Craft-repair
1484, Local-gov, Prof-specialty
1485, Private, Farming-fishing
1486, Private, Adm-clerical
1487, Private, Other-service
1488, Federal-gov, Adm-clerical
1489, Private, Exec-managerial
1490, Private, Sales
1491, Private, Exec-managerial
1492, Private, Adm-clerical
1493, State-gov, Adm-clerical
1494, Private, Handlers-cleaners
1495, Self-emp-inc, Craft-repair
1496, Private, Sales
1497, Private, Sales
1498, Self-emp-not-inc, Exec-managerial
1499, Private, Adm-clerical
1500, Self-emp-inc, Exec-managerial
1501, Private, Machine-op-inspct
1502, Private, Other-service
1503, Self-emp-inc, Exec-managerial
1504, ?, ?
1505, Private, Craft-repair
1506, State-gov, Exec-managerial
1507, Private, Sales
1508, Private, Adm-clerical
1509, State-gov, Adm-clerical
1510, Private, Prof-specialty
1511, Self-emp-not-inc, Prof-specialty
1512, Self-emp-inc, Prof-specialty
1513, Self-emp-not-inc, Prof-specialty
1514, Self-emp-inc, Exec-managerial
1515, Private, Other-service
1516, Private, Adm-clerical
1517, Private, Adm-clerical
1518, Private, Exec-managerial
1519, Local-gov, Other-service
1520, Local-gov, Protective-serv
1521, State-gov, Other-service
1522, Private, Exec-managerial
1523, Private, Farming-fishing
1524, Local-gov, Prof-specialty
1525, Private, Handlers-cleaners
1526, Private, Other-service
1527, Private, Machine-op-inspct
1528, Private, Exec-managerial
1529, Private, Exec-managerial
1530, Private, Craft-repair
1531, Private, Machine-op-inspct
1532, Private, Exec-managerial
1533, Private, Transport-moving
1534, Private, Other-service
1535, Private, Prof-specialty
1536, Private, Exec-managerial
